jobId,recrtTitle,emplymShp,emplymShpNm,frDd,toDd,workPlc,workPlcNm,oranNm,acptMthd,deadline,stmId
K130042510010044,대연동 요양보호사 모집  [3등급 여 주5일 08:30-11:30],CM0105,CM0105,2025-10-01,2025-10-31,090040,,치사랑재가복지센터,방문,접수중,B
K120252510010009,[오산역] 은행 미화원 모집,CM0105,CM0105,2025-10-01,2025-11-01,010160,경기 오산시,(주）우리휴먼서비스,방문,접수중,B
KJKO002509300006,아파트 경비원(건물관리원)을 모집합니다.,CM0105,CM0105,2025-09-30,2025-11-29,020130,,（주）삼정매니지먼트,방문,접수중,B
KJ21282509300001,삼구에프에스(만두공장) 생산직원 모집,CM0105,CM0105,2025-09-30,2025-11-29,010040,강원 춘천시,주식회사 삼구에프에스,방문,접수중,B
K120312509300007,[일룸/대구]  일룸직영매장 대구점 주6일 미화직 채용,CM0105,CM0105,2025-09-30,2025-11-29,010130,대구 북구,(주)티앤에스자산관리,방문,접수중,B
K151232509300012,경기북부지역 교통약자 장애인 휠체어택시 헤이드 운전기사님 모집,CM0105,CM0105,2025-09-30,2025-11-28,030140,경기 부천시 원미구,주식회사 힐빙케어,방문,접수중,B
KJKF002509300002,쌍령2차현대모닝사이드 아파트 실내 미화원 모집,CM0105,CM0105,2025-09-30,2025-11-29,030520,,유한책임회사 화이트시스템,방문,접수중,B
K170062509300002,의료기관 세탁물위탁처리업 현장직 직원 구함,CM0105,CM0105,2025-09-30,2025-11-29,150020,,(주)백합산업,방문,접수중,B
KJKX002509300011,[수지 성복동] 성복역롯데캐슬골드타운 외곽 미화원 채용,CM0103,CM0103,2025-09-30,2025-10-29,010170,,승인산업주식회사,방문,접수중,B
KF11172509290009,[(주)무주덕유산리조트] 2023/2024 동계 단기직원 모집,CM0105,CM0105,2025-09-29,2025-11-28,130050,전북 무주군,（주）무주덕유산리조트,방문,접수중,B
KJAC002509290001,[권선동 신명아파트]아파트청소원 모집,CM0105,CM0105,2025-09-29,2025-11-28,010020,,주식회사광운티엠에스,방문,접수중,B
KJKS002509290001,[양주옥정]  아파트 미화원(내부)모집,CM0105,CM0105,2025-09-29,2025-11-28,010090,,주식회사세원종합관리,방문,접수중,B
K152122509290010,[GS그룹] 엘리시안FS GPC 구내식당 조리원 채용(충북 음성),CM0105,CM0105,2025-09-29,2025-11-28,020130,충북 음성군,주식회사 지씨에스,방문,접수중,B
K130042509290030,대연동 요양보호사님 모십니다.,CM0105,CM0105,2025-09-29,2025-11-28,090040,,치사랑재가복지센터,방문,접수중,B
KJAC002509290005,양주회천10단지아파트 내부 청소원 모집,CM0103,CM0103,2025-09-29,2025-11-28,010020,,주식회사광운티엠에스,방문,접수중,B
KJDE002509290008,NIC지식산업센타 미화원 채용,CM0105,CM0105,2025-09-29,2025-11-28,110040,,엔아이씨(NIC)지식산업센터,방문,접수중,B
KJKX002509290017,[포곡읍] 경비원 모집/금전마을계룡리슈빌아파트,CM0105,CM0105,2025-09-29,2025-11-28,030070,,(주）더지엠에스,방문,접수중,B
KJ21002509290025,재가요양보호사 구인,CM0105,CM0105,2025-09-29,2025-10-28,030140,,소망노인복지센터,방문,접수중,B
KEC0752509260002,**현대ENG 당진 제철소 현장 입구 주5일 주간경비원 채용 **,CM0105,CM0105,2025-09-26,2025-11-25,010150,충남 당진시,(주)대덕휴비즈,방문,접수중,B
K151622509260008,[이천] 패션 물류 운영 정규직 채용 (신입~대리급),CM0105,CM0105,2025-09-26,2025-11-24,030480,경기 이천시,주식회사 에스엘케이,방문,접수중,B
KJAZ002509260003,[신내역 프라디움더테라스 오피스텔] 미화원 모집,CM0103,CM0103,2025-09-26,2025-11-25,030340,,새롬에스앤씨 주식회사,방문,접수중,B
KJ21062509260018,[평화동 건설현장 격일제] 경비원 모집,CM0105,CM0105,2025-09-26,2025-11-25,010150,,국도안전관리(주),방문,접수중,B
KJ21022509260025,[AI로 JOB자! 2025 수원시 일자리박람회 참여업체] 에스원CRM(삼성계열사) 보안상담(인바운드) 채용,CM0105,CM0105,2025-09-26,2025-11-25,030240,경기 수원시 팔달구,에스원씨알엠(주),방문,접수중,B
KEC0752509260001,**현룡건설 충남 국제테니스장 조성사업 건설 현장 안전감시단 팀장 채용**,CM0105,CM0105,2025-09-26,2025-11-25,010150,충남 홍성군,(주)대덕휴비즈,방문,접수중,B
K150012509250059,패션 잡화 웹 디자이너 경력직 모집,CM0105,CM0105,2025-09-25,2025-11-24,110040,,(주)포레아,방문,접수중,B
KJ21062509250013,중화 한신 아파트 경비원 채용,CM0105,CM0105,2025-09-25,2025-11-24,010100,,인덕종합관리(주),방문,접수중,B
KJK4002509250003,재가요양보호사,CM0103,CM0103,2025-09-25,2025-11-24,030510,경기 포천시,영화재가노인복지센터,방문,접수중,B
KJKO002509250006,[배곧 한라비발디3차] 내부 미화원 모집합니다,CM0103,CM0103,2025-09-25,2025-11-24,110040,,（주）비엠에스종합개발,방문,접수중,B
KJ20922509240001,과천자이아파트 미화원 구인,CM0105,CM0105,2025-09-24,2025-11-23,030340,,삼우서비스주식회사,방문,접수중,B
KJAZ002509230003,[상봉태영데시앙아파트] 내부 미화원 채용공고,CM0103,CM0103,2025-09-23,2025-11-22,010040,,주식회사에코그린티엠,방문,접수중,B
K151812509230011,[(사)경기도장애인정보화협회고양시지회] 행정 직원 구인,CM0105,CM0105,2025-09-23,2025-10-31,030020,,(사)경기도장애인정보화협회고양시지회,방문,접수중,B
KJ20972509230002,김포마송 3단지 외곽 미화원 모집,CM0105,CM0105,2025-09-23,2025-11-22,010080,,(주)한강티에스,방문,접수중,B
KJ21062509220010,녹번JR아파트 경비원 모집,CM0105,CM0105,2025-09-22,2025-11-21,010130,,예주산업(주),방문,접수중,B
KJK6002509220016,용인성현마을우미이노스빌2차아파트 경비원 모집,CM0105,CM0105,2025-09-22,2025-11-21,030140,,주식회사 이데아그룹,방문,접수중,B
KJKH002509220010,아파트 관리원(재활용 분리수거 등) 구인,CM0105,CM0105,2025-09-22,2025-11-21,110040,,주식회사 대산시스템,방문,접수중,B
KJK4002509220004,가산면 재가요양보호사,CM0103,CM0103,2025-09-22,2025-11-21,030510,,영화재가노인복지센터,방문,접수중,B
KJK4002509220005,재가요양보호사,CM0103,CM0103,2025-09-22,2025-11-21,030510,,영화재가노인복지센터,방문,접수중,B
KJ20912509220019,[채용대행] [신원동] 신원마을 10단지(삼송동일스위트 2차) 경비원 모집,CM0105,CM0105,2025-09-22,2025-11-21,010200,,(주)두원에이앤씨,방문,접수중,B
KJ21022509220030,영통포레파크원아파트 미화원 모집,CM0103,CM0103,2025-09-22,2025-11-21,030530,,그린코리아주식회사,방문,접수중,B
KJK3002509220004,"평택 삼성반도체 P1 외곽,스막,야간청소 미화원 채용 ""서정동행정복지센터 상설면접 채용행사 에정 """,CM0105,CM0105,2025-09-22,2025-11-21,030500,경기 평택시,씨엔이솔루션(주),방문,접수중,B
KJ20922509190001,과천자이아파트 외곽미화원 구인,CM0105,CM0105,2025-09-19,2025-11-18,030340,,삼우서비스주식회사,방문,접수중,B
KJBJ002509190003,[사상구 학장동] 학장무학아파트 경비원 모집,CM0105,CM0105,2025-09-19,2025-11-18,090160,,(주)듀델코리아,방문,접수중,B
KJ20972509190011,김포한강3차 푸르지오 외곽 미화원 모집,CM0105,CM0105,2025-09-19,2025-11-18,010080,,(주)한강티에스,방문,접수중,B
KJAL002509190002,[역삼] 건물경비원 구인 『복지카드 소지자』우대,CM0103,CM0103,2025-09-19,2025-11-18,010110,,태광종합관리(주),방문,접수중,B
KJ21022509190015,포레나북수원 아파트 미화원 (커뮤니티) 구인,CM0103,CM0103,2025-09-19,2025-11-18,010200,,(주)두원에이앤씨,방문,접수중,B
KJ21022509190016,"북수원 포레나 아파트 청소원 구인 (실내3명, 외곽1명)",CM0105,CM0105,2025-09-19,2025-11-18,010200,,(주)두원에이앤씨,방문,접수중,B
K130112509190039,연산동 소재 아파트 경비원 모집,CM0105,CM0105,2025-09-19,2025-11-18,090120,,주식회사 비엠에스코리아,방문,접수중,B
KJAM002509190007,[흑석동] 흑석자이아파트 외곽 미화원 구인,CM0103,CM0103,2025-09-19,2025-11-03,030340,,삼우서비스주식회사,방문,접수중,B
KJ21022509180010,(화서동) 한진현대아파트 외곽미화원 모집,CM0103,CM0103,2025-09-18,2025-11-17,030530,,그린코리아주식회사,방문,접수중,B
KJ21062509170009,목동13단지 경비원 모집,CM0105,CM0105,2025-09-17,2025-11-16,010130,서울 양천구,(주)동익,방문,접수중,B
KF10892509160006,간호사(N전담) 선생님 모십니다.[대전광역새일센터 채용대행],CM0105,CM0105,2025-09-16,2025-10-31,080050,대전 중구,백세요양병원,방문,접수중,B
KF10892509160007,간호사(DE전담) 선생님 모십니다.[대전광역새일센터 채용대행],CM0105,CM0105,2025-09-16,2025-10-31,080050,대전 중구,백세요양병원,방문,접수중,B
KJK5002509160005,[미사 리버스위트칸타빌] 실내 미화원 모집,CM0105,CM0105,2025-09-16,2025-11-15,010020,,(주)뉴맨테크,방문,접수중,B
KEC0842509150009,조리원채용[25.9.25(목) 13:00~채용설명회 및 현장면접진행]-사전접수 필수,CM0105,CM0105,2025-09-15,2025-11-14,010010,,주식회사 케이비골든라이프케어,방문,접수중,B
KJ20522509150006,▶ 신암동 강남아파트 ◀ 재가요양보호사 채용,CM0103,CM0103,2025-09-15,2025-11-14,070040,,보금자리재가복지센터,방문,접수중,B
KEC0842509150001,요양보호사 채용[25.9.25(목) 13:00~채용설명회 및 현장면접진행]-사전접수 필수,CM0105,CM0105,2025-09-15,2025-11-14,010010,,주식회사 케이비골든라이프케어,방문,접수중,B
KEC0842509150002,시설관리인 채용[25.9.25(목) 13:00~채용설명회 및 현장면접진행]-사전접수 필수,CM0105,CM0105,2025-09-15,2025-11-14,010010,,주식회사 케이비골든라이프케어,방문,접수중,B
KEC0842509150003,안내원 채용[25.9.25(목) 13:00~채용설명회 및 현장면접진행]-사전접수 필수,CM0105,CM0105,2025-09-15,2025-11-14,010010,,주식회사 케이비골든라이프케어,방문,접수중,B
KEC0842509150004,간호사(주간 2교대 근무자) 채용[25.9.25(목) 13:00~채용설명회 및 현장면접진행]-사전접수 필수,CM0105,CM0105,2025-09-15,2025-11-14,010010,,주식회사 케이비골든라이프케어,방문,접수중,B
KEC0842509150006,간호사(야간 근무자) 채용[25.9.25(목) 13:00~채용설명회 및 현장면접진행]-사전접수 필수,CM0105,CM0105,2025-09-15,2025-11-14,010010,,주식회사 케이비골든라이프케어,방문,접수중,B
KEC0842509150007,조리사 채용[25.9.25(목) 13:00~채용설명회 및 현장면접진행]-사전접수 필수,CM0105,CM0105,2025-09-15,2025-11-14,010010,,주식회사 케이비골든라이프케어,방문,접수중,B
KEC0842509150008,영양사 채용[25.9.25(목) 13:00~채용설명회 및 현장면접진행]-사전접수 필수,CM0105,CM0105,2025-09-15,2025-11-14,010010,,주식회사 케이비골든라이프케어,방문,접수중,B
KF11202509120001,"호텔 리젠트마린 베이커리 제과, 제빵사 모집",CM0105,CM0105,2025-09-12,2025-11-11,140020,제주 제주시,주식회사미래자산개발,방문,접수중,B
KF11202509120002,호텔리젠트마린 식음료(카페) 근무자 채용,CM0105,CM0105,2025-09-12,2025-11-11,140020,제주 제주시,주식회사미래자산개발,방문,접수중,B
KJDE002509120004,구월아시아드 내부 청소원 모집,CM0103,CM0103,2025-09-12,2025-11-11,030070,,(주）더지엠에스,방문,접수중,B
KEC0252509120001,산내마을2단지 센트럴리움 외곽청소원 모집,CM0105,CM0105,2025-09-12,2025-11-11,010200,,(주)두원에이앤씨,방문,접수중,B
KJAY002509120002,택시 운전원 모집,CM0105,CM0105,2025-09-12,2025-11-11,010110,서울 동대문구,의성운수(주）,방문,접수중,B
KJDE002509110006,유한대학교 보안원 구인,CM0105,CM0105,2025-09-11,2025-11-10,110040,,(주)미래가이드,방문,접수중,B
KJDE002509110010,부평자이아파트 미화원 구인(내부),CM0103,CM0103,2025-09-11,2025-11-10,110070,,주식회사 인하그린씨앤씨,방문,접수중,B
K172112509100053,회사경비직,CM0105,CM0105,2025-09-10,2025-11-09,150050,충남 당진시,기보스틸(주)당진공장,방문,접수중,B
K120512509100001,청량리신현대아파트 미화원 모집,CM0103,CM0103,2025-09-10,2025-11-08,010100,,대신관리주식회사,방문,접수중,B
K131212509100010,월드메르디앙2단지 보안원 모집,CM0105,CM0105,2025-09-10,2025-11-09,100030,,주식회사 대원종합관리,방문,접수중,B
K130042509100013,중구나눔장애인자립생활센터 직원 채용공고(사회복지사),CM0105,CM0105,2025-09-10,2025-11-09,090150,부산 중구,중구나눔장애인자립생활센터,방문,접수중,B
K131212509100025,현대패밀리 명덕1차아파트 경비원 모집,CM0105,CM0105,2025-09-10,2025-11-09,100030,울산 동구,주식회사 대원종합관리,방문,접수중,B
K151122509100045,능동마을 이지더원아파트 환경미화원 모집,CM0103,CM0103,2025-09-10,2025-11-08,110040,,주식회사  라포르,방문,접수중,B
KEC0742509100001,[퇴계원] 금호어울림아파트_외곽미화원 구인,CM0105,CM0105,2025-09-10,2025-11-09,030140,,주식회사 이데아그룹,방문,접수중,B
K151232509100020,교통약자 이동지원 장애인 휠체어택시 헤이드 전문 운전기사님 모집,CM0105,CM0105,2025-09-10,2025-11-09,030140,,주식회사 힐빙케어,방문,접수중,B
KF10962509090001,3등급남자어른신(윗등급심사진행중)/13:30-16:30 주5~6일,CM0103,CM0103,2025-09-09,2025-11-08,010050,서울 동작구,돌보인방문요양센터관악점,방문,접수중,B
KJKX002509090017,[청덕동] 아파트 경비 모집,CM0105,CM0105,2025-09-09,2025-11-08,030070,,(주）더지엠에스,방문,접수중,B
KJ20972509090006,김포마송 3단지 미화원 모집,CM0105,CM0105,2025-09-09,2025-11-08,010080,,(주)한강티에스,방문,접수중,B
KJAC002509090006,고덕래미안힐스테이트 아파트 외곽청소원 모집,CM0103,CM0103,2025-09-09,2025-11-08,010170,,승인산업주식회사,방문,접수중,B
KJDE002509090005,NIC지식산업센타 미화원 채용,CM0105,CM0105,2025-09-09,2025-11-08,110040,,엔아이씨(NIC)지식산업센터,방문,접수중,B
K130042509090032,대연동 요양보호사님 모십니다.,CM0105,CM0105,2025-09-09,2025-11-08,090040,부산 남구,치사랑재가복지센터,방문,접수중,B
KF11912509080013,★ 2025 인천산단새일센터 직무 맞춤형 여성채용박람회 ★ 식품 생산직 구인,CM0105,CM0105,2025-09-08,2025-11-07,110040,인천 남동구,주식회사새롬식품,방문,접수중,B
KJAL002509080002,[장안동] 송원빌딩 경비원 구인_ 6:30-6:30 격일제 [장애인 복지카드우대 ],CM0103,CM0103,2025-09-08,2025-11-07,010040,,주식회사 우창개발,방문,접수중,B
KJAC002509080006,양주회천10단지아파트 내부 청소원 모집,CM0103,CM0103,2025-09-08,2025-11-07,010020,,주식회사광운티엠에스,방문,접수중,B
KJ21022509080014,광교파크자이더테라스 아파트청소 미화원 구인,CM0105,CM0105,2025-09-08,2025-11-07,010200,,(주)두원에이앤씨,방문,접수중,B
KJAC002509080017,양주회천10단지아파트 외곽 청소원 모집,CM0103,CM0103,2025-09-08,2025-11-07,010020,,주식회사광운티엠에스,방문,접수중,B
KEC0902509080001,"월곡동 하남금호타운(1,500세대) 미화원 모집",CM0105,CM0105,2025-09-08,2025-11-07,060010,광주 광산구,（주）다후,방문,접수중,B
KJAQ002509050001,[하왕십리동] 아파트 격일 경비원(06:30분교대) 모집(복지카드 우대),CM0105,CM0105,2025-09-05,2025-11-04,010020,,(주)융성종합관리,방문,접수중,B
K151232509050008,동성제약 아산공장 경비원 모집,CM0105,CM0105,2025-09-05,2025-11-04,030140,,(주)태성공사,방문,접수중,B
KJAL002509050001,"[청량리역 한양수자인그라시엘] 내부미화 (월-금 8:30-15:00/ 토(격주)8:30-11:30 1,503,700원)",CM0105,CM0105,2025-09-05,2025-11-04,010200,,(주)두원에이앤씨,방문,접수중,B
K131332509050026,5톤 하이카트럭 운전기사모집,CM0105,CM0105,2025-09-05,2025-11-04,040100,경남 양산시,제일산업(주),방문,접수중,B
KJAM002509040010,[흑석동] 흑석자이아파트 실내 미화원 구인,CM0103,CM0103,2025-09-04,2025-11-03,030340,,삼우서비스주식회사,방문,접수중,B
KJK4002509040002,재가요양보호사 구인,CM0103,CM0103,2025-09-04,2025-11-03,030510,,영화재가노인복지센터,방문,접수중,B
KJKO002509040005,[목감동] 목감레이크푸르지오 아파트 내부 미화원 모집,CM0105,CM0105,2025-09-04,2025-11-03,030020,,주식회사피누스이앤씨,방문,접수중,B
K130112509040037,[장애인 복지카드 소지자 우대] 노무관리 담당자 모집,CM0105,CM0105,2025-09-04,2025-11-03,090120,부산 수영구,금풍건설이엔씨주식회사,방문,접수중,B
K120572509040010,시내버스 야간 주차보조 경비요원 모집,CM0103,CM0103,2025-09-04,2025-11-02,010030,,삼양교통(주),방문,접수중,B
KJKX002509030006,[서천동] 영통로 효성해링턴플레이스아파트 미화원 구인,CM0105,CM0105,2025-09-03,2025-11-02,010080,,(주)효명종합관리,방문,접수중,B
KJ20972509030006,힐스테이트 리버시티1단지 아파트 커뮤니트 미화원 구인합니다.,CM0105,CM0105,2025-09-03,2025-11-02,010200,,(주)두원에이앤씨,방문,접수중,B
KJ20972509030007,김포 썬앤빌더킹 오피스텔 미화원 구인(김포구래동),CM0105,CM0105,2025-09-03,2025-11-02,030140,,에스에이치그린주식회사,방문,접수중,B
KJAC002509030006,천호동 아파트 실내미화원 채용,CM0105,CM0105,2025-09-03,2025-11-02,010080,,(주)효명종합관리,방문,접수중,B
K120572509030004,삼양교통 시내버스 정비직 사원 모집,CM0105,CM0105,2025-09-03,2025-11-02,010030,서울 강북구,삼양교통(주),방문,접수중,B
K141112509020008,"버스 운전원 모집 (통근,관광)",CM0103,CM0103,2025-09-02,2025-10-31,050230,경북 포항시 북구,(주)영신관광,방문,접수중,B
KJKP002509020004,아파트 미화원채용,CM0103,CM0103,2025-09-02,2025-11-01,030530,,주식회사정광기업,방문,접수중,B
KJ20912509020002,[행신동] 아파트 청소원 모집,CM0103,CM0103,2025-09-02,2025-11-01,030020,,주식회사피누스이앤씨,방문,접수중,B
KJDK002509020001,KCC스위첸아파트 커뮤니티센터 미화원 구인,CM0105,CM0105,2025-09-02,2025-11-01,010040,,주식회사에코그린티엠,방문,접수중,B
KEC0842509020001,광진구 광남고등학교 미화 1인 구인,CM0105,CM0105,2025-09-02,2025-11-01,010200,,주식회사 이에마로,방문,접수중,B
KJ21062509020021,목동13단지 경비원 모집,CM0105,CM0105,2025-09-02,2025-11-01,010130,,(주)동익,방문,접수중,B
K120312509020019,고객지원부 AS팀 콜센터 직원 채용,CM0105,CM0105,2025-09-02,2025-11-01,010210,경기 고양시 덕양구,(주)레드스톤시스템,방문,접수중,B
KJAC002509020014,고덕래미안힐스테이트 주차장 미화원 모집,CM0103,CM0103,2025-09-02,2025-11-01,010170,,승인산업주식회사,방문,접수중,B
KEC0042509010012,이천대신푸른마을아파트 미화원 구인,CM0105,CM0105,2025-09-01,2025-10-31,010190,,에이스시설관리주식회사,방문,접수중,B
K170052509010007,아름다운골프장 현관업무 모집합니다.,CM0105,CM0105,2025-09-01,2025-10-30,080020,,(주)민재산업,방문,접수중,B
KJ20972509010004,김포 썬앤빌더킹 상가.오피스텔 미화원 구인,CM0105,CM0105,2025-09-01,2025-10-31,030140,,에스에이치그린주식회사,방문,접수중,B
K141322509010009,승합차운전원(복지콜차량운행_스타렉스) 모집공고,CM0105,CM0105,2025-09-01,2025-10-31,050140,,(사)한국지체장애인협회경북지체장애인협회영주시지회,방문,접수중,B
K130042509010042,정관 동일1차 아파트 미화원(지하주차장 담당) 모집,CM0105,CM0105,2025-09-01,2025-10-31,090070,,(주)태협,방문,접수중,B
K120122509010020,경남 창원시 교보생명 마산사옥 시설관리(기계설비) 담당 모집,CM0105,CM0105,2025-09-01,2025-10-31,010240,경남 창원시 마산합포구,교보리얼코주식회사,방문,접수중,B
KEC0042509010011,[주5일]분더샵청담점 직원식당 주방보조 세척원 모집,CM0105,CM0105,2025-09-01,2025-10-31,010040,서울 강남구,주식회사 삼구에프에스,방문,접수중,B
KJAD002508290002,[보문파크뷰아파트 ] 미화원 구인,CM0105,CM0105,2025-08-29,2025-10-28,010170,,승인산업주식회사,방문,접수중,B
KJAD002508290003,sk북한산시티아파트 실내미화원  구인,CM0105,CM0105,2025-08-29,2025-10-28,010170,,승인산업주식회사,방문,접수중,B
KF10052508290001,"[2025.10.22(수) 성북구청 박람회 현장면접] 주식회사 루미호스피탈리티_프랜차이즈매장 조리보조, 식기세척 직원 모집",CM0105,CM0105,2025-08-29,2025-10-28,010010,서울 종로구,주식회사 루미호스피탈리티,방문,접수중,B
